[ 12-12-2012 @08:48:26 ] | DEBUG | (CityDbControl.java : 22) =>   =============INSERT NEW CITY DB OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:33 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:34 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 24) =>   =============INSERT NEW SCREEN SEAT NUMBER OP==============
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 25) =>   ===========Currently in addNewSeatMap (DB) method===========
[ 15-12-2012 @09:00:35 ] | DEBUG | (SeatMapDbControl.java : 50) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:35 ] | DEBUG | (ScreenDbControl.java : 95) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @09:00:39 ] | DEBUG | (ScreenDbControl.java : 103) =>   =============GET ALL SCREENS DB OP==============
[ 15-12-2012 @09:00:39 ] | DEBUG | (ScreenDbControl.java : 104) =>   ===========Currently in getScreens (DB) method===========
[ 15-12-2012 @09:00:39 ] | DEBUG | (ScreenDbControl.java : 135) =>   select statement execution success
[ 15-12-2012 @09:54:42 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @09:54:42 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @09:54:42 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @09:55:45 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @09:55:45 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @09:55:45 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @09:56:32 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @09:56:32 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @09:56:32 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @09:57:04 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 15-12-2012 @09:57:04 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 15-12-2012 @09:57:04 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 15-12-2012 @09:57:28 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @09:57:28 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @09:57:28 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @19:47:45 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @19:47:45 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @19:47:45 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @19:48:31 ] | DEBUG | (CityDbControl.java : 47) =>   =============GET ALL CITIES CITY DB OP==============
[ 15-12-2012 @19:48:31 ] | DEBUG | (CityDbControl.java : 48) =>   ===========Currently in getCities (DB) method===========
[ 15-12-2012 @19:48:31 ] | DEBUG | (CityDbControl.java : 72) =>   select statement execution success
[ 15-12-2012 @19:48:33 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @19:48:33 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @19:48:33 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @19:49:26 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @19:49:26 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @19:49:26 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @19:50:07 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @19:50:07 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @19:50:07 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @19:51:19 ] | DEBUG | (CinemaDbControl.java : 22) =>   =============INSERT NEW CINEMA DB OP==============
[ 15-12-2012 @19:51:19 ] | DEBUG | (CinemaDbControl.java : 23) =>   ===========Currently in addNewCinema (DB) method===========
[ 15-12-2012 @19:51:19 ] | DEBUG | (CinemaDbControl.java : 53) =>   insert statement execution success, rows affected: 1
[ 15-12-2012 @19:51:22 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @19:51:22 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @19:51:22 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @19:53:09 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @19:53:09 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @19:53:09 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @19:53:32 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @19:53:32 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @19:53:32 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @20:01:21 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @20:01:21 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @20:01:21 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @20:02:42 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @20:02:42 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @20:02:42 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @20:04:15 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @20:04:15 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @20:04:15 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @20:04:32 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @20:04:32 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @20:04:32 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @20:05:22 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @20:05:22 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @20:05:22 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @20:05:43 ] | DEBUG | (ScreenDbControl.java : 103) =>   =============GET ALL SCREENS DB OP==============
[ 15-12-2012 @20:05:43 ] | DEBUG | (ScreenDbControl.java : 104) =>   ===========Currently in getScreens (DB) method===========
[ 15-12-2012 @20:05:43 ] | DEBUG | (ScreenDbControl.java : 135) =>   select statement execution success
[ 15-12-2012 @20:07:40 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @20:07:40 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @20:07:40 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @20:08:42 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @20:08:42 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @20:08:42 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @23:57:47 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @23:57:47 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
[ 15-12-2012 @23:57:47 ] | DEBUG | (CinemaDbControl.java : 92) =>   select statement execution success
[ 15-12-2012 @23:57:49 ] | DEBUG | (CinemaDbControl.java : 99) =>   =============GET SPECIFIC CINEMA RECORD DB OP==============
[ 15-12-2012 @23:57:49 ] | DEBUG | (CinemaDbControl.java : 100) =>   ===========Currently in getCinemaRecord (DB) method===========
[ 15-12-2012 @23:57:49 ] | DEBUG | (CinemaDbControl.java : 129) =>   select with where clause statement execution success
[ 15-12-2012 @23:59:04 ] | DEBUG | (CinemaDbControl.java : 62) =>   =============GET ALL CINEMA THEATRES DB OP==============
[ 15-12-2012 @23:59:04 ] | DEBUG | (CinemaDbControl.java : 63) =>   ===========Currently in getCinemaTheatres (DB) method===========
